,Material,Chemical_formula,Band_gap_HSE,Direct_or_indirect_HSE,Band_gap_GGA,Space_group_cif,Free_energy
3646,Ag1Cl1O2,Ag(ClO2),2.182708,Indirect,0.616087,54.0,-3.47815803125
3647,Ag1Nb1O3,Ag(NbO3),2.606289,Indirect,1.370589,221.0,-7.274640608
3648,Cd1O3Sn1,Cd(SnO3),2.156368,Direct,0.6734,62.0,-5.301815267
3649,Ge1O5Pb3,Pb3(GeO5),2.581516,Indirect,1.611419,3.0,-5.6978453055556
3650,K1Nb1O3,K(NbO3),2.72759,Indirect,1.493801,99.0,-7.628347564
3651,La3O8Re1,La3ReO8,2.869448,Direct,1.793817,11.0,-8.2455160220833
3652,Na1Nb1O3,Na(NbO3),2.885102,Indirect,1.616006,127.0,-7.672701302
3653,Na1Nb1O3,Na(NbO3),2.833721,Indirect,1.583436,221.0,-7.658338328
3654,Ag2O6Sb2,Ag2(Sb2O6),1.675186,Indirect,0.060251,227.0,-5.3382904505
3655,Ag1I1O4,Ag(IO4),1.011294,Indirect,0.0,88.0,-4.0789479516667
3656,Ag1O3Sb1,Ag(SbO3),1.672013,Indirect,0.062953,227.0,-5.337909893
3657,Br1O1Rb3,Rb3BrO,1.390246,Direct,0.290651,221.0,-3.105089936
3658,Ag2C1O3,Ag2(CO3),1.957255,Indirect,0.565169,11.0,-5.7234988633333
3659,Ag2C1O3,Ag2CO3,1.967012,Indirect,0.574508,11.0,-5.7235180808333
3660,Ca1O4Tl2,CaTl2O4,0.826055,Indirect,0.02259,63.0,-5.0492039257143
3661,Ca2Nb2O7,Ca2(Nb2O7),2.586698,Direct,1.409806,227.0,-7.9853743563636
3662,Cl4O1Os1,OsOCl4,2.337935,Indirect,0.93313,14.0,-4.4146881804167
3663,K2O3Sn2,K2Sn2O3,1.933174,Direct,1.241617,166.0,-4.9616030109524
3664,O3Pd1Sr2,Sr2(PdO3),1.983074,Indirect,0.285517,71.0,-5.9528017383333
3665,O3Pd1Sr2,Sr2PdO3,1.98848,Indirect,0.291001,71.0,-5.95251456
3666,O4Sn2Ti1,Sn2(TiO4),1.760334,Indirect,0.919749,135.0,-7.0558399146429
3667,O7Sn2Ta2,Sn2(Ta2O7),2.191559,Indirect,1.436319,227.0,-8.2337479
3668,O8Si1Sn6,Sn6O4(SiO4),2.564567,Direct,1.79576,186.0,-6.1388970856667
3669,O3Pb1Ti1,PbTiO3,2.584738,Indirect,1.535356,221.0,-7.490361812
3670,O3Pb1Ti1,Pb(TiO3),2.584444,Indirect,1.535525,221.0,-7.490361798
3671,O3Pb1Ti1,Pb(TiO3),2.582881,Indirect,1.533329,123.0,-7.490359006
3672,O7Sn1Ta2,Sn(Ta2O7),2.883884,Direct,1.506325,15.0,-8.527508455
3673,Ba1Bi1O3,Ba(BiO3),0.0,Indirect,0.0,225.0,-5.918913404
3674,Ce1O9Ta3,Ce(Ta3O9),0.0,Direct,0.0,12.0,-9.61194
3675,K1O6Os2,K(Os2O6),0.0,Indirect,0.0,216.0,-7.09196349
3676,K1O6Os2,K(Os2O6),0.0,Indirect,0.0,227.0,-7.0919806411111
3677,I1Li1O3,Li(IO3),0.018217,Indirect,0.0,182.0,-4.37858104
3678,Ag3O4Ru1,Ag3RuO4,0.0,Indirect,0.0,91.0,-5.0400927596875
3679,Ba1.33O16Ru8,Ba1.33Ru8O16,0.024505,Direct,0.0,85.0,-7.3388143234211
3680,Cd2O7Ru2,Cd2(Ru2O7),0.028872,Indirect,0.0,227.0,-5.9713490236364
3681,O4Pb1Pd2,PbPd2O4,0.048176,Direct,0.0,15.0,-4.99084
3682,O6Os2Rb1,Rb(Os2O6),0.0,Indirect,0.0,216.0,-7.0941268222222
3683,O6Os2Rb1,RbOs2O6,0.0,Indirect,0.0,227.0,-7.0941230844444
3684,O6Os2Rb1,Rb(Os2O6),0.0,Indirect,0.0,227.0,-7.0941230844444
3685,O10Ru3Sr2,Sr2Ru3O10,0.049967,Indirect,0.0,12.0,-6.8625287033333
3686,Ba1Bi1O3,BaBiO3,0.0,Indirect,0.0,225.0,-5.918913607
3687,Ag2Bi1O3,Ag2(BiO3),0.0,Indirect,0.0,52.0,-4.60494417
3688,Al1Ce1O3,Ce(AlO3),0.05616,Direct,0.0,140.0,-8.094705217
3689,Al1Ce1O3,CeAlO3,0.0,Direct,0.0,140.0,-8.094700811
3690,Al1O4P1,Al(PO4),0.0,Indirect,0.0,2.0,-6.8734421147917
3691,Ba2Bi2O6,Ba2BiBiO6,0.0,Indirect,0.0,225.0,-5.91891279
3692,Ca2O7Ru2,Ca2(Ru2O7),0.0,Indirect,0.0,227.0,-6.9492064372727
3693,Ag2O7Te2,Ag2(Te2O7),0.28418,Direct,0.0,74.0,-4.8793203813636
3694,Ag3As1O4,Ag3(AsO4),1.065766,Indirect,0.0,218.0,-4.6972477875
3695,Al1O4P1,Al(PO4),0.582433,Indirect,0.0,181.0,-5.1320306327778
3696,Ba1Mo1O4,Ba(MoO4),0.306418,Direct,0.0,15.0,-6.6902887904167
3697,Ba2O5Re1,Ba2ReO5,0.135153,Indirect,0.0,62.0,-7.425146845
3698,Bi2Mo1O6,Bi2MoO6,0.634571,Indirect,0.017459,64.0,-6.894511785
3699,Ca2O4Ru1,Ca2(RuO4),1.400396,Indirect,0.0,61.0,-6.8625134282143
3700,Ca2O4Ru1,Ca2(RuO4),1.059666,Indirect,0.0,14.0,-6.8600947539286
3701,Ca4O8Ru2,Ca4Ru2O8,1.229358,Indirect,0.0,61.0,-6.861412395
3702,Ce1.01O4.11Ta1.09,Ce1.01(Ta1.09O4.11),0.406491,Direct,0.0,14.0,-9.42836
3703,Ce1Nb1O4,CeNbO4,0.583465,Direct,0.0,88.0,-8.71602
3704,H3Li1O2,LiOH(H2O),1.018738,Indirect,0.0,12.0,-4.7318945575
3705,Ir1Na2O3,Na2(IrO3),0.332489,Direct,0.0,12.0,-5.6237736616667
3706,K3O4Pd2,K3Pd2O4,0.987877,Direct,0.0,63.0,-4.7407302655556
3707,La2O5Ru1,La2RuO5,1.013831,Indirect,0.0,2.0,-7.8629045259375
3708,La2O7Zr2,La2(Zr2O7),0.431257,Direct,0.0,227.0,-8.5695912677273
3709,Na2O3Ru1,Na2(RuO3),0.42973,Direct,0.0,15.0,-5.81899489125
3710,O3Ru1Sr1,Sr(RuO3),0.401209,Indirect,0.0,62.0,-6.9535173065
3711,O3Ru1Sr1,Sr(RuO3),0.292042,Indirect,0.0,62.0,-6.948100332
3712,O4S1Zn1,Zn(SO4),6.370519,Direct,4.616436,62.0,-5.57040971125
3713,B4O7Sn1,Sn(B4O7),4.764721,Indirect,3.582874,31.0,-7.6598052245833
3714,C2O4Sn1,Sn(C2O4),3.561975,Indirect,2.239565,15.0,-7.1907972978571
3715,K2O3Sn2,K2Sn2O3,2.003826,Indirect,1.337572,199.0,-4.9692325564286
3716,La2O2Se1,La2O2Se,3.666882,Indirect,2.477407,164.0,-7.763420394
3717,La2O6Te1,La2TeO6,4.583393,Indirect,3.00231,19.0,-7.2824629522222
3718,La4O4Se3,La4O4Se(Se2),1.042224,Indirect,0.790499,38.0,-7.4327463113636
3719,N6O8S7,(S3N3O4)2S,3.401987,Indirect,2.180321,113.0,-5.8614982330952
3720,O1S1Zr1,ZrOS,1.565312,Direct,0.725447,129.0,-8.35893654
3721,O2S1Y2,Y2O2S,4.239566,Indirect,3.051898,164.0,-8.600953968
3722,Cs1Cu3O2,Cs(Cu3O2),2.975278,Indirect,1.768117,164.0,-3.7637474716667
3723,Cu1Ga1O2,CuGaO2,0.555895,Indirect,0.090981,33.0,-5.053318646875
3724,Cu1K1O1,KCuO,2.906657,Indirect,1.60262,82.0,-3.7925056641667
3725,Cu1K1O1,KCuO,2.896123,Indirect,1.595692,139.0,-3.792451775
3726,Cu1La1O2,CuLaO2,4.024591,Direct,2.94763,166.0,-6.4996049675
3727,Cu1Li1O1,LiCuO,2.742022,Indirect,1.731826,119.0,-4.3181218833333
3728,Cu1Na1O1,NaCuO,2.794336,Indirect,1.687805,139.0,-3.9349392333333
3729,Cu1O1Rb1,RbCuO,2.758326,Indirect,1.490601,82.0,-3.721073155
3730,Cu1O1Rb1,RbCuO,2.760139,Indirect,1.494067,119.0,-3.7207355625
3731,Cu1O2Sc1,CuScO2,3.657285,Indirect,2.675656,166.0,-7.0376523825
3732,Cu1O3Ta1,Cu(TaO3),1.934145,Indirect,1.224779,161.0,-7.889747037
3733,Cu2Na1O2,NaCu2O2,2.705537,Indirect,0.958969,62.0,-4.1174558795
3734,Cu2O4W1,Cu2(WO4),2.255503,Indirect,1.540932,1.0,-6.7515679057143
3735,Cu3O4P1,Cu3(PO4),1.994731,Indirect,0.811274,147.0,-5.251492376875
3736,Cu5O4Rb3,Rb3Cu5O4,2.928149,Indirect,1.733914,14.0,-3.7525063025
3737,Au1O2Y1,AuYO2,3.708513,Indirect,2.678867,194.0,-7.157150465
3738,B2Fe1O4,FeB2O4,3.18469,Direct,2.810311,15.0,-7.7188988046429
3739,Ca1O4Rh2,CaRh2O4,2.701806,Indirect,0.931884,62.0,-6.6122504164286
3740,Cr2Mn1O4,Mn(Cr2O4),3.835415,Indirect,2.524621,227.0,-7.9312375192857
3741,K2O8V3,K2(VO)(V2O7),3.021335,Indirect,1.974395,100.0,-6.8233581576923
3742,C1Ni1O3,Ni(CO3),4.628469,Indirect,3.419349,167.0,-6.708812161
3743,Mo1Ni1O4,NiMoO4,2.8355,Direct,1.936441,13.0,-7.2129324366667
3744,N4O8Zr7,Zr7O8N4,4.176096,Indirect,2.920551,1.0,-9.7352762778947
3745,Ni1O4Se1,Ni(SeO4),4.030512,Indirect,2.392874,63.0,-5.1618016125
3746,Ni2O7P2,Ni2(P2O7),5.141984,Direct,4.029194,12.0,-6.5125698
3747,Cu1Ga1O2,CuGaO2,2.169586,Indirect,0.986361,194.0,-5.18566830875
3748,Cu1O2Y1,CuYO2,4.198785,Indirect,2.954046,194.0,-7.11741139375
3749,Cu2O2Pb1,Pb(Cu2O2),1.536476,Indirect,0.749533,15.0,-4.4053317485
3750,Cr2O4Zn1,ZnCr2O4,4.012216,Direct,2.563282,227.0,-6.97870907
3751,O3Se1Zn1,Se(ZnO3),5.059131,Indirect,3.764247,62.0,-4.8904272255
3752,O3Si1Zn1,Zn(SiO3),5.655154,Direct,4.233955,14.0,-6.497389124
3753,O4S1Sn1,Sn(SO4),3.858736,Indirect,2.634574,14.0,-5.83234196625
3754,H2O2Zn1,Zn(OH)2,0.0,Direct,0.0,164.0,-3.8783215766667
3755,As2O6Zn3,Zn3(AsO3)2,4.711199,Direct,3.690532,55.0,-5.2414276125
3756,B4O7Zn1,Zn(B4O7),7.014961,Indirect,5.210312,61.0,-7.4932530032292
3757,C2O4Zn1,Zn(C2O4),4.82258,Direct,3.511141,14.0,-6.8455906214286
3758,I4O12Zn2,Zn2(IO3)4,4.423203,Indirect,3.166501,4.0,-4.3483191608333
3759,Li6O4Zn1,Li6(ZnO4),5.680391,Direct,4.331626,137.0,-4.7448962404545
3760,Mo2O9Zn3,Zn3(Mo2O9),4.069884,Indirect,2.635787,11.0,-6.6724131825
3761,Na2O2Zn1,Na2(ZnO2),3.237938,Direct,2.178128,14.0,-4.1330849545
3762,Nb2O6Zn1,ZnNb2O6,4.71011,Indirect,3.224891,60.0,-7.9733968925
3763,O3Si1Zn1,Zn(SiO3),5.704297,Indirect,4.19203,61.0,-6.5432760525
3764,O4Rb2Zn3,Rb2Zn3O4,3.239417,Direct,2.265587,15.0,-4.1141339797222
3765,O6P2Zn1,Zn(PO3)2,7.231699,Indirect,5.222263,15.0,-6.6432397261111
3766,O7V2Zn2,Zn2V2O7,3.534887,Indirect,2.761895,15.0,-6.3289426443182
3767,O8Re2Zn1,Zn(ReO4)2,0.0,Direct,3.75646,147.0,-7.50418
3768,O8V2Zn3,Zn3(VO4)2,3.857279,Indirect,2.970852,64.0,-6.0126999273077
3769,Cr2O4Zn1,Zn(Cr2O4),3.998875,Direct,2.554768,70.0,-6.9769890428571
3770,O3Ti1Zn1,Zn(TiO3),4.408661,Indirect,2.844583,148.0,-7.071642083
3771,O7P2Zn2,Zn2(P2O7),5.978066,Indirect,4.352592,57.0,-6.3315058481818
3772,Fe2O4Zn1,Zn(Fe2O4),2.864736,Indirect,1.763231,227.0,-6.1832272721429
3773,Mn3O7Zn1,Zn(Mn3O7),2.758286,Indirect,1.422848,148.0,-6.5807317081818
3774,O4Rh2Zn1,ZnRh2O4,2.869078,Indirect,0.910207,227.0,-5.9826671935714
3775,O4Sb2Zn1,ZnSb2O4,3.461541,Indirect,2.501461,135.0,-5.5236972235714
3776,Na4O3Sn1,Na4(SnO3),2.676136,Indirect,1.898321,9.0,-4.42845926625
3777,O8P2Sn3,Sn3(PO4)2,4.241504,Indirect,3.265037,14.0,-6.6460807321154
3778,Ge2N2O1,Ge2N2O,4.005346,Indirect,2.530827,36.0,-6.581804416
3779,N2O1Si2,Si2N2O,6.416405,Direct,5.18078,36.0,-8.130771296
3780,Al1Cu1O2,CuAlO2,3.502186,Indirect,2.199592,194.0,-6.107980805
3781,As2Ba4O1,Ba4As2O,1.206106,Direct,0.617981,139.0,-4.6105169585714
3782,O1S2Y2,Y2OS2,3.585359,Indirect,2.54845,14.0,-7.8650711485
3783,Al4C1O4,Al4O4C,5.124649,Indirect,3.846206,36.0,-7.1812688533333
3784,N1Nb1O1,NbNO,1.48852,Indirect,1.48852,14.0,-9.42804
3785,Al0.25B0.75N1,B0.75Al0.25N,4.944868,Direct,3.593633,215.0,-8.09679646
3786,Al0.5B0.5N1,B0.5Al0.5N,4.386908,Direct,3.043517,81.0,-7.73627606875
3787,Al0.75B0.25N1,B0.25Al0.75N,4.636373,Indirect,3.366415,215.0,-7.53033067875
3788,Al1Li3N2,Li3AlN2,4.147426,Indirect,2.977492,206.0,-5.2122142835417
3789,B0.25Ga0.75N1,B0.25Ga0.75N,3.54587,Indirect,2.266802,215.0,-6.52669905375
3790,B0.5Ga0.5N1,B0.5Ga0.5N,4.241865,Indirect,3.052529,81.0,-7.03467484125
3791,B0.75Ga0.25N1,B0.75Ga0.25N,4.953416,Direct,3.679201,215.0,-7.68450502125
3792,B1Li3N2,Li3(BN2),4.74053,Indirect,3.551676,14.0,-5.6964718725
3793,B2Ba3N4,Ba3(BN2)2,3.537333,Indirect,2.523699,19.0,-6.8383388947222
3794,B3Cl6N3,(BN)3Cl6,4.2478,Indirect,2.702287,146.0,-5.2246348475
3795,Be1Ge1N2,BeGeN2,4.626731,Direct,3.245765,33.0,-6.823365810625
3796,Be1Li1N1,LiBeN,3.871775,Indirect,2.706374,14.0,-5.5498980175
3797,Be1N2Si1,BeSiN2,6.597332,Indirect,5.126796,33.0,-7.688361561875
3798,Be1N4P2,BeP2N4,5.542611,Indirect,4.248782,148.0,-7.5337689247619
3799,Be2Mg1N2,Mg(Be2N2),5.41679,Indirect,4.126839,164.0,-6.193401984
3800,Be4Ca2N4,Ca2(Be4N4),3.728212,Indirect,2.472621,140.0,-6.333523157
3801,Br2Li5N1,Li5NBr2,3.33333,Direct,2.20929,71.0,-3.63831
3802,Br3Li6N1,Li6NBr3,3.488773,Indirect,2.372851,14.0,-3.5639352915
3803,Ag1C1N1,Ag(CN),4.286318,Indirect,2.940288,160.0,-6.2795633266667
3804,Be1C1N2,BeCN2,7.053693,Indirect,5.45266,33.0,-7.801524156875
3805,C1Ca1N2,Ca(CN2),4.847119,Indirect,3.653462,166.0,-7.0098526625
3806,C1Cd1N2,Cd(CN2),3.595187,Indirect,2.305662,166.0,-6.5508539825
3807,C1Li1N1,Li(CN),6.924552,Indirect,5.245852,62.0,-6.7451285375
3808,C1Li2N2,Li2(NCN),4.99725,Direct,3.840727,139.0,-6.625107156
3809,Ag1C4N3,Ag(C(CN)3),4.67318,Indirect,3.357065,46.0,-7.579817888125
3810,Ge2Li1N3,LiGe2N3,3.931891,Direct,2.617353,36.0,-6.26257698
3811,H1.25Li1.75N1,Li1.75NH1.25,3.880477,Direct,2.518815,33.0,-4.4709517371875
3812,B3H12N1,(NH4)B3H8,6.773887,Indirect,5.441538,63.0,-4.4657019475
3813,H1Li2N1,Li2(NH),3.732493,Direct,2.426637,62.0,-4.3852629325
3814,Be1H4N2,Be(NH2)2,5.397678,Direct,3.829752,142.0,-5.4129518084821
3815,B3H6N3,B3N3H6,6.024347,Indirect,4.705282,96.0,-5.9751030722917
3816,B1H8N1,(NH4)(BH4),6.86109,Direct,5.52986,28.0,-4.3893695005
3817,Li1Mg1N1,LiMgN,3.469027,Direct,2.368866,62.0,-4.5691811166667
3818,Li1N3Si2,LiSi2N3,6.509345,Indirect,5.156664,36.0,-7.4391081308333
3819,Li2N2Si1,Li2SiN2,5.185083,Direct,3.918364,61.0,-6.1527434015625
3820,Li2N2Th1,Li2ThN2,3.230942,Indirect,2.1792,147.0,-6.660307924
3821,Li4N2Na2,Li4Na2N2,3.699214,Direct,2.575193,225.0,-3.3184032675
3822,Li6Mo1N4,Li6MoN4,3.937998,Indirect,2.705833,137.0,-5.7988720418182
3823,Li6N4W1,Li6(WN4),4.173398,Indirect,3.113541,137.0,-6.0437995736364
3824,Li7N4Nb1,Li7NbN4,4.387854,Indirect,3.357875,205.0,-5.4921527934375
3825,Li7N4P1,Li7N4P,4.783134,Direct,3.561336,218.0,-5.0678960252083
3826,Li7N4Ta1,Li7(TaN4),4.402637,Indirect,3.367629,205.0,-5.6911385233333
3827,Li7N4V1,Li7(VN4),4.18483,Indirect,3.246181,205.0,-5.1223723758333
3828,Li8N2Te1,Li8TeN2,3.379276,Indirect,2.427712,109.0,-3.7711066381818
3829,B1Ca3N3,Ca3(BN2)N,1.253422,Indirect,0.562482,123.0,-6.4486825842857
3830,B1Mg3N3,Mg3BN3,2.503222,Direct,1.400351,194.0,-6.053496985
3831,B9Mg1N1,MgNB9,2.362456,Indirect,1.673307,166.0,-6.7722005059091
3832,Ba1Be2N2,Ba(Be2N2),2.302553,Indirect,1.219448,140.0,-6.183166382
3833,Ag2C1N2,Ag2(CN2),2.184969,Direct,1.102893,14.0,-5.857684112
3834,Al6C3N2,Al6C3N2,0.352107,Indirect,0.0,166.0,-6.5523266254545
3835,Ca1Li1N1,LiCaN,2.402356,Direct,1.473558,62.0,-4.7162115433333
3836,Ce1Li2N2,CeLi2N2,2.694266,Indirect,1.669786,164.0,-5.953766214
3837,Fe1Li4N2,Li4(FeN2),2.080558,Indirect,1.160334,71.0,-4.4777686442857
3838,H1Li4N1,Li4NH,2.988492,Indirect,2.001422,88.0,-3.6189614258333
3839,Li1N1Sr1,LiSrN,1.169924,Indirect,0.275697,131.0,-4.4664380466667
3840,Li1N1Zn1,LiZnN,2.61331,Direct,1.53003,216.0,-3.96189
3841,Li2N2Zr1,Li2ZrN2,2.759975,Indirect,1.70718,164.0,-6.947997262
3842,Li3N2Na3,Li3Na3N2,0.472603,Indirect,0.0,6.0,-3.3329333525
3843,Li8N2Se1,Li8SeN2,2.994971,Direct,1.930054,109.0,-3.8426535390909
3844,B2N0.33Ti1,TiB2N0.33,0.0,Direct,0.0,191.0,-8.0989998266667
3845,B1N3Ta2,BTa2N3,0.0,Direct,0.0,191.0,-9.32106
3846,Ba2Li1N1,LiBa2N,0.0,Direct,0.0,137.0,-3.7926865525
3847,B2C1N1,B2CN,0.0,Indirect,0.0,25.0,-8.17306284375
3848,Ag1C2N3,Ag(N(CN)2),0.0,Indirect,0.0,62.0,-6.30323854125
3849,I1Li7N2,Li7N2I,0.0,Indirect,0.0,227.0,-2.9236796545
3850,Li1N1Ni1,LiNiN,0.0,Direct,0.0,187.0,-5.3143818066667
3851,Li1N2Na5,LiNa5N2,0.0,Indirect,0.0,5.0,-2.976600305
3852,Li1N2U1,LiUN2,0.0,Direct,0.0,141.0,-8.63517151125
3853,Li2N0.75O0.25,Li2(O0.25N0.75),0.0,Direct,0.0,1.0,-4.24709
3854,Li2N5Ta3,Li2Ta3N5,0.0,Direct,0.0,12.0,-9.237201797
3855,B1Li3N2,Li3(BN2),4.556715,Direct,3.365589,141.0,-5.69340156875
3856,B1Li3N2,Li3(BN2),4.720649,Indirect,3.528291,136.0,-5.6915719408333
3857,B1Li3N2,Li3(BN2),4.720648,Indirect,3.528294,94.0,-5.6915719483333
3858,C1Ca1N2,Ca(CN2),4.926244,Indirect,3.71998,166.0,-7.84710782
3859,B1C2N1,BC2N,3.302521,Direct,2.089426,1.0,-8.47146367125
3860,B1C2N1,BC2N,3.301016,Direct,2.088053,17.0,-8.471414145
3861,H1Li2N1,Li2(NH),4.172506,Direct,2.808935,46.0,-4.3740303284375
3862,H1Li2N1,Li2NH,3.824397,Direct,2.617815,77.0,-4.35118085625
3863,H2Li1N1,LiNH2,5.227711,Direct,3.739681,138.0,-4.7077136725
3864,H2Li1N1,LiNH2,5.488029,Direct,4.054936,14.0,-4.670024598125
3865,H2Li1N1,LiNH2,4.962021,Indirect,3.435437,19.0,-4.665153168125
3866,H2Li1N1,LiNH2,5.211101,Direct,3.691293,19.0,-4.632448926875
3867,H2Li1N1,LiNH2,4.95538,Direct,3.460267,33.0,-4.565668149375
3868,B1H6N1,(NH3)(BH3),7.580223,Indirect,6.222042,31.0,-4.696433815625
3869,B1H6N1,(NH3)(BH3),7.461568,Indirect,6.118988,31.0,-4.695015244375
3870,B1H6N1,NH3BH3,7.724583,Indirect,6.138258,1.0,-4.67836431875
3871,B1H6N1,(NH3)BH3,7.698316,Indirect,6.340271,4.0,-4.675026775
3872,Li4N2Na2,Li4Na2N2,3.687496,Direct,2.562444,139.0,-3.31708927
3873,Li7N4V1,Li7VN4,4.00568,Direct,3.09149,218.0,-5.11907
3874,Li7N4V1,Li7(VN4),3.310758,Direct,2.458405,137.0,-5.1146668808333
3875,Al6C3N2,Al6C3N2,0.153824,Indirect,0.040193,160.0,-6.5400664145455
3876,Al6C3N2,Al6C3N2,0.153668,Indirect,0.04038,160.0,-6.5400664445455
3877,C1Cd1N2,Cd(CN2),0.0,Direct,0.0,160.0,-5.3441865575
3878,H1Li2N1,Li2(NH),0.0,Direct,0.0,225.0,-4.1273951866667
3879,B1H6N1,NH3BH3,0.0,Direct,0.0,107.0,13.2555735
3880,Li4N2Na2,Li4Na2N2,0.0,Direct,0.0,65.0,-2.275946905
3881,Br3Li6N1,Li6NBr3,3.387161,Indirect,2.258235,225.0,-3.524542613
3882,C2Cd1N2,Cd(CN)2,7.671371,Indirect,6.027427,215.0,-6.805208944
3883,C8Ca1N6,Ca(C(CN)3)2,4.289035,Indirect,2.998826,53.0,-8.2587364266667
3884,H1.5Li1.5N1,Li1.5NH1.5,3.433439,Indirect,2.070323,1.0,-4.54673002375
3885,H2Li1N1,LiNH2,5.135047,Direct,3.608889,70.0,-4.74562306875
3886,H2Li1N1,LiNH2,5.641779,Direct,4.249391,62.0,-4.484823826875
3887,H2Li1N1,LiNH2,5.473382,Direct,4.201402,26.0,-4.449368316875
3888,B1H6N1,NH3BH3,5.610671,Indirect,4.888804,36.0,-4.779983325625
3889,B1H6N1,BH3NH3,6.998554,Indirect,5.610477,62.0,-4.6767407428125
3890,B1C3.33N1,BC3.33N,0.665159,Indirect,0.246175,51.0,-8.4832196234375
3891,Cl1Li4N1,Li4NCl,2.850073,Indirect,1.83625,166.0,-3.8421657783333
3892,Li1N1Na2,LiNa2N,0.416854,Direct,0.0,191.0,-3.186386055
3893,Li1N2Na5,LiNa5N2,0.117432,Indirect,0.0,1.0,-2.95606643125
3894,Li2N2Na4,Li2Na4N2,1.537564,Direct,0.706884,129.0,-2.95377699125
3895,Li3N2Na3,Li3Na3N2,1.831357,Direct,1.021638,115.0,-2.5508540875
3896,Li5N2Na1,Li5NaN2,1.39091,Indirect,0.575277,6.0,-3.69498694
3897,Li2N1Na1,Li2NaN,0.446953,Direct,0.0,191.0,-3.543587365
3898,Ga1O6Sb1Sr2,Sr2(GaSbO6),2.282299,Direct,0.673786,225.0,-6.214716942
3899,B1Ba1Bi1O4,BaBiO(BO3),4.936819,Indirect,3.542566,62.0,-6.8306544614286
3900,B1Bi1O4Pb1,PbBiBO4,3.839148,Indirect,2.787208,14.0,-6.5650734992857
3901,Ca1O5Si1Sn1,CaSnO(SiO4),4.952036,Indirect,3.2414,15.0,-7.013125243125
3902,Hf1N1O3Ta1,HfTaO3N,2.908946,Indirect,1.837197,25.0,-10.072707325
3903,Hf1N1O3Ta1,HfTaO3N,0.0,Direct,1.36649,31.0,0.0
3904,Fe1Mo1O6Sr2,Sr2FeMoO6,0.0,Direct,0.0,225.0,-7.42373
3905,C1Ag1N1O1,Ag(NCO),0.0,Direct,0.0,72.0,0.0
3906,Cs10O3Sn1Tl6,(Cs4SnO3)(Cs6(Tl6)),0.343285,Indirect,0.118353,62.0,-2.624830860125
3907,Cs2Ge3O9Sn1,Cs2SnGe3O9,4.194183,Indirect,2.503902,176.0,-5.957102435
3908,Cs2O9Si3Sn1,Cs2SnSi3O9,5.627062,Indirect,3.842842,19.0,-6.8948887125
3909,Ag1Hg3O6Sb1,AgHg3SbO6,1.863856,Direct,0.673361,167.0,-3.9938380340909
3910,Al2Cs2O7Sb2,Cs2(Sb2Al2O7),4.713724,Indirect,3.628038,164.0,-6.1588129761538
3911,Al2K2O7Sb2,K2(Al2Sb2O7),4.543152,Indirect,3.494354,164.0,-6.1986842815385
3912,B4Ba1O12Sb2,BaSb2B4O12,4.895443,Direct,3.124369,15.0,-7.2441363289474
3913,Ba2Ce0.75O6Sb1,Ba2Ce0.75(SbO6),3.583574,Indirect,2.210363,139.0,-6.7476650733333
3914,Ba2O6Sb1Y1,Ba2(YSbO6),5.258406,Direct,3.581004,225.0,-7.089163229
3915,Ba3Na1O6Sb1,Ba3NaSbO6,4.386678,Indirect,2.853778,167.0,-5.9946002531818
3916,C3Ag1N3O1,Ag(C(CN)2(NO)),0.0,Direct,1.55599,61.0,0.0
3917,Ge1K1N1O1,KGeON,4.088644,Indirect,2.600819,29.0,-5.661770405625
3918,Ge1N2O1Si1,SiGeN2O,4.834255,Direct,3.258049,8.0,-7.3518741325
3919,K2N4O8Pd1,K2(Pd(NO2)4),4.000714,Indirect,2.107504,14.0,-6.0522857955
3920,Ca2O6Sb1Sc1,Ca2ScSbO6,1.70799,Indirect,0.596544,14.0,-6.118616007
3921,Cr1Mn2O6Sb1,CrMn2SbO6,0.0,Direct,0.737351,14.0,-7.23792
3922,Cs1O7Sb1Si2,Cs(SbO)(Si2O6),5.096266,Direct,3.268583,33.0,-6.8834431052273
3923,Cs1O8Sb1V2,Cs(SbV2O8),4.010596,Indirect,2.653998,14.0,-6.6526041595833
3924,Cu1Mo2O8Sb1,CuSb(Mo2O8),1.27879,Indirect,0.775716,15.0,-7.222071095625
3925,Ge1K1O5Sb1,KSbO(GeO4),3.881749,Direct,2.193154,33.0,-5.9489297264063
3926,Ge1Na1O5Sb1,NaSb(GeO4)O,0.0,Direct,1.89528,15.0,-5.96449
3927,H2Ba8O1Sb4,Ba8(Sb4)OH2,0.0,Direct,0.619056,139.0,-4.06043
3928,K1O5Sb1Si1,K(SbO)(SiO4),4.585945,Indirect,2.835545,33.0,-6.5195395126562
3929,Mn1O6Sb1V1,MnVSbO6,1.927836,Indirect,1.25245,60.0,-7.0210335375
3930,Ni2O6Sb1Sc1,Ni2ScSbO6,3.83715,Direct,0.564992,146.0,-6.43574
3931,Al2Ca2O9Sn2,Ca2Sn2Al2O9,4.555531,Indirect,2.862122,60.0,-6.795407134
3932,As1K1O5Sn1,K(SnO)(AsO4),3.822359,Direct,2.118206,33.0,-5.8821225248437
3933,As1O5Rb1Sn1,Rb(SnO)(AsO4),3.753729,Direct,2.059443,33.0,-5.8630531901562
