,$y$,$R_c$,$V_a$,$R_a$,$R_b$,$D_a$,$D_b$,$Ce_a$,$Ce_b$,$Ce_c$,$Dp_a$,$Dp_b$,$Fi_b$,$N_b$,$F_a$,$F_b$,$Ns_a$,$Ns_b$,$Np_a$,$Np_b$,$Nd_b$,$(En)diff_{ab}$,$(En)diff_{cb}$,$(En)diff_{ca}$,$o$,HOMO_character,HOMO_element,HOMO_energy,LUMO_character,LUMO_element,gap_AO,mean Voro_index_3,mean Voro_index_4,mean Voro_index_5,mean Voro_index_6,mean Voro_index_8,mean Voro_index_9
$Nd_b$,-0.31389512691292903,-0.24719964539588365,-0.0050705171174516735,-0.08935008584812265,-0.2675164645392914,0.0021746187401377086,0.4393234830352793,0.14073088004088632,0.09559075526361765,0.03416350183962839,-0.002546895909666311,-0.6476327836062696,0.5859182243593923,-0.0615346362767027,0.10495131805221997,0.5258844761212282,-0.06194743123163166,-0.27254684368866605,0.12280764875255805,0.2295815732413936,1.0,0.11584133592406917,-0.30262052532430633,0.13982825880934177,-0.04507150106946752,-0.06745194259511486,-0.1542221650230685,-0.12528407085249596,-0.014683220176041447,-0.0923227422685916,-0.03539406880391635,-0.059744339235158365,-0.051214261118074186,0.027597784872067304,-0.046631820110410095,-0.03806104058601191,-0.002751734300766069
$(En)diff_{ab}$,-0.0345017783036215,-0.18284736854442696,-0.06695910792242664,0.23925066174157084,-0.001884846774800936,-0.21316601168260707,0.22227599912044316,-0.058363112616379886,0.1969558608106214,0.02321808302687003,0.44082682151415725,-0.06672390916056317,0.2278339196733747,0.0779860905429796,-0.39228282192746167,-0.1009284789084579,-0.3204604544660529,-0.16582907030877056,-0.09086422954032297,0.01281049191178053,0.11584133592406917,1.0,0.016312709319977865,0.34396689950927095,0.14043608847196856,0.12467432885675664,0.08380037001191602,0.017338430309878167,0.11364179590318382,0.23336456096392497,0.047890322894002135,0.08598087876902191,0.013994874755881096,0.017742979359523358,0.11260102558714136,-0.09076325938148698,-0.0955639336139551
$(En)diff_{cb}$,0.12532254149111738,-0.7090220414226708,0.2626626517513223,0.08418535644758073,0.2384832410920615,-0.010465198693942596,-0.3405046115903098,0.1362288428079943,-0.23999254933484845,-0.43565295236384977,0.14169576943306197,0.28624133226709786,-0.11466787945061233,-0.062322427246242935,0.031331555579705406,-0.3142074994571271,0.0039867965506827545,0.18579430232869737,0.15570116379396132,-0.07969990851900878,-0.30262052532430633,0.016312709319977865,1.0,0.60119905771909,0.6852503927021196,0.23339335804774194,-0.033808500925056766,-0.26092926630515373,0.1731396271020544,0.14348228929929618,0.2081242532882573,-0.057924892170081316,-0.1231664397223033,0.0971748154259099,0.012120196966599701,-0.08232944101515259,-0.08593850193629757
$(En)diff_{ca}$,-0.07737506805171422,-0.7701608032887839,-0.17178561322993463,0.25749247555381644,-0.11085898649698257,-0.5237104090657574,0.10311719074726865,-0.14162803124582599,0.1737247230888162,-0.3124645565023401,0.60294311809604,-0.11769733507787959,0.24848941417592876,-0.055302913720841056,-0.4650620441836273,0.10608444090823019,-0.03764077628203716,0.0077266858451512845,-0.027186247062509532,0.05087781790730812,0.13982825880934177,0.34396689950927095,0.60119905771909,1.0,0.43297170304398913,0.32982855741176215,0.03815915939315651,-0.18137624505662858,0.28586807922015045,0.1798541018335305,0.1296417951251112,0.01673927852871917,-0.09966662386160609,0.017807416128317842,-0.010216104108569577,-0.08488861984092155,-0.09973785948384196
$o$,0.2241493061600394,-0.5089149328710602,0.35238063992368074,0.013519093594897594,0.7289029303231147,-0.06657197390595866,0.059915145602313265,0.12499946443244793,-0.18664602876720313,-0.2703532587905145,0.10034076362098059,0.4265544683769187,-0.12636031273964343,0.47796033157622947,0.018272865277157893,-0.31064273795954295,0.05593592251481851,0.18552292064213238,0.17131319019232372,0.12754584224675863,-0.04507150106946752,0.14043608847196856,0.6852503927021196,0.43297170304398913,1.0,0.3039491094802805,0.1478511097439136,-0.3234601827832459,0.15824237037860212,0.45847541589437324,0.3690610965343119,-0.1100499748123996,-0.10154811580653449,0.23458141957267792,-0.0037234624627381875,-0.12221487519883249,-0.027867415276589657
HOMO_character,0.01779988872603519,-0.26168585615771617,-0.028493402945293518,0.04213369774222634,0.16292155993138682,-0.21725936144697722,0.17153891726438258,0.050292300855727466,0.08463901272523915,-0.10353532158759418,0.21894802287574303,0.20194377175090925,0.03718795786837364,0.16413542303810758,-0.16920120272772235,-0.13803074966035553,-0.09893015142823691,0.14335540165945462,0.01652628655468369,-0.14328722643735067,-0.06745194259511486,0.12467432885675664,0.23339335804774194,0.32982855741176215,0.3039491094802805,1.0,0.5802644690186153,-0.0062974424680257175,0.7162562935883615,0.437153961182524,-0.2479175109797544,-0.023456939063259963,-0.05564384623086747,0.14674782071469045,-0.0410119947208062,-0.09184368684299007,-0.0154095527677368
HOMO_element,0.12046288360645016,0.08039991708405941,-0.13464583426664772,0.014844657262510552,0.2429380238703641,-0.09962904198090548,0.4030390914968783,-0.07550864293319069,0.2804648362664524,-0.21840071330387248,0.044960450097782635,0.3681377445767588,-0.06683630480467782,0.3721299241577136,-0.1774230572356702,-0.24276906087190325,-0.100811310714904,-0.12857607914973768,-0.18037938505895038,-0.3036509030107632,-0.1542221650230685,0.08380037001191602,-0.033808500925056766,0.03815915939315651,0.1478511097439136,0.5802644690186153,1.0,0.38586028668957206,0.554902621402689,0.682790913577444,-0.28457865333182114,-0.035899148820737886,-0.003361544071667551,0.05246652261141439,-0.1003958348254097,0.015207129346520019,0.05765629083481613
HOMO_energy,-0.09043175406372891,0.3147393188597234,-0.25119519646425964,0.12212179995178812,-0.12624066200998277,-0.0516982551250515,0.04603846454620393,-0.0907011342138505,0.2924894354405992,0.12791686196764254,0.12425047204935569,0.20975761157061645,-0.1469124433912329,-0.07560053763426378,-0.17617432373407227,-0.08956661217896679,-0.3210691521121929,-0.526544804016404,-0.2009182948554426,-0.3441123497758625,-0.12528407085249596,0.017338430309878167,-0.26092926630515373,-0.18137624505662858,-0.3234601827832459,-0.0062974424680257175,0.38586028668957206,1.0,0.2768353970042519,0.08450696674766697,-0.28413745216116815,0.02848310305973098,-0.000566614806278959,-0.047770982464686064,-0.06137000435057673,0.0680912910785005,0.023711372782469417
LUMO_character,-0.153805246026771,-0.22410365209376468,-0.0029677132703927176,0.05213764351312076,0.007154959995924858,-0.18234277986984015,0.17848553368488934,0.044459791781884785,0.13681454239202326,-0.06966707635772791,0.20884479234225783,0.16269224364092105,0.11449502437618837,0.01846808490560743,-0.1581098906143215,-0.14353445908948714,-0.061949060519034906,-0.13238746879246863,0.014865647070583899,-0.26932736955575426,-0.014683220176041447,0.11364179590318382,0.1731396271020544,0.28586807922015045,0.15824237037860212,0.7162562935883615,0.554902621402689,0.2768353970042519,1.0,0.3401542824009549,-0.3310105266700462,-0.03711108650106511,0.008471300731954802,0.13780769387633515,-0.053325137365687066,0.010827433201352122,0.0613785974020481
LUMO_element,0.14857632887891994,-0.0965738271055157,-0.03767607513523808,0.16585487479717048,0.42708533677806837,-0.014662437769344998,0.31352213125840406,-0.10373653734679074,0.1340714335752748,-0.2358539757492919,0.12166383875527331,0.3703507827791796,-0.1686058658745567,0.4685872134282402,-0.1909520752415292,-0.1701905660282894,-0.03015241758478869,-0.06864637036566203,-0.22811531116832273,0.04175330971314749,-0.0923227422685916,0.23336456096392497,0.14348228929929618,0.1798541018335305,0.45847541589437324,0.437153961182524,0.682790913577444,0.08450696674766697,0.3401542824009549,1.0,0.2500753500461112,-0.037284672654831555,-0.02654098664171049,0.10813425236089526,-0.056106370350982517,-0.0023109014750818404,0.014510485011550467
gap_AO,0.0905005141081592,-0.1011352917562835,0.12979679370104455,0.16604841818853008,0.30706511288646593,0.019803301625815176,-0.167232263837873,-0.022660512903023778,-0.09186826740171619,-0.0746764401347423,0.13496339711459693,0.15830666912645883,-0.17489774777924325,0.11013545513922125,-0.09111791006776444,-0.04640525366405514,0.062258474509484435,-0.0013187329279238647,-0.11654224528222142,0.3227848575492218,-0.03539406880391635,0.047890322894002135,0.2081242532882573,0.1296417951251112,0.3690610965343119,-0.2479175109797544,-0.28457865333182114,-0.28413745216116815,-0.3310105266700462,0.2500753500461112,1.0,-0.009996401689237292,0.03519201898844992,0.0604811564159851,0.0740282930889898,0.001167685503524078,-0.002407267228295558
mean Voro_index_3,-0.13745796443400832,0.08385056744948202,-0.2396616837673457,0.22213167864233607,-0.06227112029312959,0.014026416239726136,-0.03164378206817591,-0.1784031563811294,0.00862859753654251,0.034115721385968474,0.11910124580148321,0.014583863260352138,-0.05007424355657563,0.012897271066715713,-0.19693866109941546,0.044046336300217544,-0.0922651916756764,0.03277165437512632,-0.2577144740946559,0.0391138609575439,-0.059744339235158365,0.08598087876902191,-0.057924892170081316,0.01673927852871917,-0.1100499748123996,-0.023456939063259963,-0.035899148820737886,0.02848310305973098,-0.03711108650106511,-0.037284672654831555,-0.009996401689237292,1.0,0.48001871420251485,-0.46002456561163196,0.7916813355856546,-0.01345643249117806,-0.4555911556965743
mean Voro_index_4,-0.09646472031665212,0.1625978173954201,-0.1917168091563443,0.18424729949156327,0.01100233754034021,0.04175406961204271,-0.054086567629420074,-0.19837074162189733,-0.048759820842642694,0.17108121444801463,0.044158058620331474,0.058929590843184596,-0.11184243843206162,0.04184244616181314,-0.1269358077622629,0.05363417042794779,-0.05753305461680534,0.07758770285765228,-0.18705290739139926,0.06152997528374726,-0.051214261118074186,0.013994874755881096,-0.1231664397223033,-0.09966662386160609,-0.10154811580653449,-0.05564384623086747,-0.003361544071667551,-0.000566614806278959,0.008471300731954802,-0.02654098664171049,0.03519201898844992,0.48001871420251485,1.0,-0.26498207804161383,0.5101242659202476,0.0543345727078869,0.49395611190356725
mean Voro_index_5,0.03355291266959117,-0.09160349923483165,0.38518404788233407,-0.3088512446404358,0.18524290846199273,-0.12335009522054508,-0.007983583955682782,0.20976105973775572,-0.12102968434881178,-0.055621858593745736,-0.07857531232134403,0.01637334948655082,0.09783000068600368,0.009436462845583983,0.19057109195524868,-0.10572454952150605,0.05446024597461552,0.005931645909262683,0.39802218428186825,0.007008447651592903,0.027597784872067304,0.017742979359523358,0.0971748154259099,0.017807416128317842,0.23458141957267792,0.14674782071469045,0.05246652261141439,-0.047770982464686064,0.13780769387633515,0.10813425236089526,0.0604811564159851,-0.46002456561163196,-0.26498207804161383,1.0,-0.2788208520541555,-0.024207286865377913,0.1560754404947269
mean Voro_index_6,-0.10131034318286336,0.01796763134510159,0.0020441756214465,0.09775483857650658,-0.005659802291551601,0.041020145653059135,-0.07896091668580445,-0.006558182070254055,-0.0767542317032308,0.07092866740083129,0.07153273020084823,-0.03060548860288647,0.02940889906725418,-0.03836465369061645,-0.05980992226199349,-0.04473650273232133,-0.07918738464115807,0.06226598110947861,-0.07683305555923368,0.05170805042231373,-0.046631820110410095,0.11260102558714136,0.012120196966599701,-0.010216104108569577,-0.0037234624627381875,-0.0410119947208062,-0.1003958348254097,-0.06137000435057673,-0.053325137365687066,-0.056106370350982517,0.0740282930889898,0.7916813355856546,0.5101242659202476,-0.2788208520541555,1.0,-0.020902803998953355,-0.323037108740656
mean Voro_index_8,-0.047030263260212535,0.09350411754723897,-0.01162283998239641,-0.025548683964119454,-0.08621555377710892,0.03562111473541293,-0.06477806788627871,-0.058358601013158505,-0.006279460045933324,-0.012524957048795375,-0.05957770916670167,-0.0358804511282262,-0.039439528623997654,-0.08154623899905095,0.047088680206069135,0.06541268321549573,0.0338994399113568,-0.060952299605519976,-0.02287224485815445,0.0395571413676357,-0.03806104058601191,-0.09076325938148698,-0.08232944101515259,-0.08488861984092155,-0.12221487519883249,-0.09184368684299007,0.015207129346520019,0.0680912910785005,0.010827433201352122,-0.0023109014750818404,0.001167685503524078,-0.01345643249117806,0.0543345727078869,-0.024207286865377913,-0.020902803998953355,1.0,-0.00916462153270614
mean Voro_index_9,0.019986304938183513,0.1045965298691574,-0.016670212478310242,-0.010495323148782265,0.05829283568933846,0.010110063570699502,-0.023813212357616454,-0.07044842226067524,-0.042926906324920105,0.13083651343084213,-0.05502436625577111,0.060274128640453804,-0.07257695871314489,0.03831963377953716,0.006666798207130606,0.011125771877199618,0.048620721533973774,0.0567554132080579,-0.03280482069948981,0.011426469412863583,-0.002751734300766069,-0.0955639336139551,-0.08593850193629757,-0.09973785948384196,-0.027867415276589657,-0.0154095527677368,0.05765629083481613,0.023711372782469417,0.0613785974020481,0.014510485011550467,-0.002407267228295558,-0.4555911556965743,0.49395611190356725,0.1560754404947269,-0.323037108740656,-0.00916462153270614,1.0
